Year,Country (Final Name),Country ID,Country,Type of appeal,Type of Response,Appeal,Required (US$),Funded (US$), Coverage (%) ,Comments,Links
2016,Sudan,SD,Sudan (the),Refugee Response Plan,RRP,Yemen Situation Regional Refugee Response Plan - January-December 2016,"4,341,210","350,000",0.08,,
2016,Slovenia,SI,Slovenia,Refugee Response Plan,RRP,Regional Refugee and Migrant Response Plan for Europe - January - December 2016,"6,939,274","1,534,534",0.22,,
2016,Somalia,SO,Somalia,Refugee Response Plan,RRP,Yemen Situation Regional Refugee Response Plan - January-December 2016,"39,311,584","14,052,576",0.36,,
2016,Chad,TD,Chad,Refugee Response Plan,RRP,Nigeria Regional Refugee Response Plan - January-December 2016,"30,293,386","8,178,467",0.27,,
2016,Chad,TD,Chad,Refugee Response Plan,RRP,Central African Republic Refugee Response Plan - January - December 2016,"90,847,414","23,757,789",0.26,,
2016,Turkey,TR,Turkey,Refugee Response Plan,RRP,Syria 3RP Regional Refugee & Resilience Plan 2016-2017,"842,928,806","713,232,535",0.85,,
2016,Turkey,TR,Turkey,Refugee Response Plan,RRP,Regional Refugee and Migrant Response Plan for Europe - January - December 2016,"73,930,385","30,669,308",0.41,,
2016,Tanzania,TZ,"Tanzania, the United Republic of",Refugee Response Plan,RRP,Burundi Regional Refugee Response Plan - January - December 2016,"178,101,614","107,268,625",0.6,,
2016,Uganda,UG,Uganda,Refugee Response Plan,RRP,Burundi Regional Refugee Response Plan - January - December 2016,"27,051,138","8,868,801",0.33,,
2016,Uganda,UG,Uganda,Refugee Response Plan,RRP,South Sudan Regional Refugee Response Plan - January-December 2016,"251,162,974","104,086,753",,,
2016,Afghanistan,AF,Afghanistan,Supplementary Appeals,SPA,Repatriation of Afghan Refugees from Pakistan - Revised Supplementary Appeal,"259,233,865",,,"The scale and pace of Afghan returns from Pakistan is accelerating to an unprecedented rate, aggravated by the humanitarian challenges of winter months. Refugees are often returning to areas with limited absorption capacity. Combined with increasing levels of displacement and continuing economic difficulties faced by vulnerable local populations, multiple humanitarian needs are outstripping international capacity to assist. On 19 September 2016 UNHCR issued a Supplementary Appeal for $104.7 million to support 221,000 refugee returnees from Pakistan with repatriation cash grants and enhanced protection monitoring and interventions, as well as processing at the Voluntary Repatriation Centres (VRCs) in Pakistan. Since the publication of that Supplementary Appeal, the pace of repatriation from Pakistan has accelerated, with the added risks of humanitarian impact on already vulnerable people and communities in Afghanistan ahead of winter. This revision to the initial Supplementary Appeal reflects the latest developments, and highlights urgent priority actions that need immediate funding. It reflects increased needs as a result of the increased numbers of refugees returning from Pakistan, and to support the most vulnerable returnees, IDPs and local population in Afghanistan. As of 20 October 2016, almost 270,000 refugees had returned to Afghanistan, almost exclusively from Pakistan. This already surpassed the annual projection presented in the initial Supplementary Appeal. This revised Supplementary Appeal presents the additional financial requirements to support 365,000 refugee returnees and winterization for vulnerable returnees, IDPs and host community population. The revised financial requirements total $181.2 million, up from the $104 million presented in September’s Supplementary Appeal. In light of the exponential pace and volume of returns, UNHCR finds itself critically short of the funding to carry on providing repatriation grants to refugee returnees. To make up for this funding shortfall, it has been re-allocating and reprioritizing resources within Afghanistan and from other operations. Unless further resources are made available, UNHCR will be obliged to suspend the provision of repatriation cash grants in the coming days.
",http://reporting.unhcr.org/sites/default/files/UNHCR%20Repatriation%20of%20Afghan%20Refugees%20from%20Pakistan%20Revised%20SB%20-%20Sept-Dec.%202016%20--%2028OCT16.pdf
